document_name,doc_type,page,item_id,item_text,platform,risk,acceptance_expected,status,messy_flag
Document 1 - URS - Heart Rate Monitor Application,URS,33,URS-033-05,Notification retry and suppression,Backend API,High,System shall complete the action without data loss.,Approved?,TBD
Document 1 - URS - Heart Rate Monitor Application,URS,34,URS-034-01,Notification retry and suppression,Android/iOS,Not ranked,System shall complete the action without data loss.,Draft,TBD
Document 1 - URS - Heart Rate Monitor Application,URS,34,URS-034-02,Export readings as PDF/CSV,Cloud Sync,Low,Result must be visible in mobile UI within expected time.,Rejected once,v0.1/v1.0 mixed
Document 1 - URS - Heart Rate Monitor Application,URS,34,URS-034-03,Sync readings to cloud API,Backend API,High,Audit/event record shall be generated where applicable.,Rejected once,RAG TEST CHUNK
Document 1 - URS - Heart Rate Monitor Application,URS,34,URS-034-04,Handle offline mode,Local DB,Not ranked,System shall complete the action without data loss.,Approved?,v0.1/v1.0 mixed
Document 1 - URS - Heart Rate Monitor Application,URS,34,URS-034-05,Manual heart rate entry when device unavailable,Cloud Sync,Medium,Data shall be encrypted in transit and at rest.,Pending QA,v0.1/v1.0 mixed
Document 1 - URS - Heart Rate Monitor Application,URS,35,URS-035-01,Battery and Bluetooth warning,Cloud Sync,Medium,System shall complete the action without data loss.,Rejected once,REVIEW-LATER
Document 1 - URS - Heart Rate Monitor Application,URS,35,URS-035-02,Audit user actions,Notification Service,Medium,Result must be visible in mobile UI within expected time.,In Review,v0.1/v1.0 mixed
Document 1 - URS - Heart Rate Monitor Application,URS,35,URS-035-03,Generate high/low heart-rate alert,Bluetooth Sensor,Medium,User shall receive clear error message on failure.,Approved?,missing owner
Document 1 - URS - Heart Rate Monitor Application,URS,35,URS-035-04,Show trend chart for 7/30/90 days,Local DB,Low,Result must be visible in mobile UI within expected time.,Need SME,??
Document 1 - URS - Heart Rate Monitor Application,URS,35,URS-035-05,Manual heart rate entry when device unavailable,Cloud Sync,Medium,Result must be visible in mobile UI within expected time.,Rejected once,??
Document 1 - URS - Heart Rate Monitor Application,URS,36,URS-036-01,Show trend chart for 7/30/90 days,Local DB,Low,System shall complete the action without data loss.,Pending QA,??
Document 1 - URS - Heart Rate Monitor Application,URS,36,URS-036-02,Audit user actions,Notification Service,Not ranked,System shall complete the action without data loss.,Need SME,??
Document 1 - URS - Heart Rate Monitor Application,URS,36,URS-036-03,Consent capture and privacy notice,Android,Low,System shall complete the action without data loss.,Pending QA,v0.1/v1.0 mixed
Document 1 - URS - Heart Rate Monitor Application,URS,36,URS-036-04,Validate sensor data range,Android/iOS,Low,TBD by clinical SME - intentionally incomplete.,Draft,v0.1/v1.0 mixed
Document 1 - URS - Heart Rate Monitor Application,URS,36,URS-036-05,Support caregiver view,Cloud Sync,Medium,User shall receive clear error message on failure.,Pending QA,manual note
Document 1 - URS - Heart Rate Monitor Application,URS,37,URS-037-01,Biometric login option,Bluetooth Sensor,Low,Audit/event record shall be generated where applicable.,Rejected once,old text retained
Document 1 - URS - Heart Rate Monitor Application,URS,37,URS_37.2,Generate high/low heart-rate alert,Bluetooth Sensor,Not ranked,Data shall be encrypted in transit and at rest.,In Review,??
Document 1 - URS - Heart Rate Monitor Application,URS,37,URS_37.3,Notification retry and suppression,Bluetooth Sensor,Not ranked,System shall complete the action without data loss.,In Review,old text retained
Document 1 - URS - Heart Rate Monitor Application,URS,37,URS-037-04,Audit user actions,Notification Service,Low,User shall receive clear error message on failure.,Draft,OCR noisy line
Document 1 - URS - Heart Rate Monitor Application,URS,37,URS-037-05,Show trend chart for 7/30/90 days,Bluetooth Sensor,TBD,Result must be visible in mobile UI within expected time.,Need SME,RAG TEST CHUNK
Document 1 - URS - Heart Rate Monitor Application,URS,38,URS-038-01,Generate high/low heart-rate alert,Android,TBD,System shall complete the action without data loss.,In Review,manual note
Document 1 - URS - Heart Rate Monitor Application,URS,38,URS-038-02,Validate sensor data range,Backend API,Medium,Audit/event record shall be generated where applicable.,Draft,TBD
Document 1 - URS - Heart Rate Monitor Application,URS,38,URS_38.3,Manual heart rate entry when device unavailable,Bluetooth Sensor,Medium,Audit/event record shall be generated where applicable.,Approved?,duplicate section
Document 1 - URS - Heart Rate Monitor Application,URS,38,URS_38.4,Biometric login option,Notification Service,TBD,Data shall be encrypted in transit and at rest.,Pending QA,??
Document 1 - URS - Heart Rate Monitor Application,URS,38,URS-038-05,Show trend chart for 7/30/90 days,Backend API,Medium,System shall complete the action without data loss.,Approved?,TBD
Document 1 - URS - Heart Rate Monitor Application,URS,39,URS_39.1,Handle offline mode,Bluetooth Sensor,Not ranked,Audit/event record shall be generated where applicable.,Pending QA,v0.1/v1.0 mixed
Document 1 - URS - Heart Rate Monitor Application,URS,39,URS-039-02,Sync readings to cloud API,Android/iOS,Medium,Data shall be encrypted in transit and at rest.,Draft,missing owner
Document 1 - URS - Heart Rate Monitor Application,URS,39,URS-039-03,Validate sensor data range,Notification Service,High,TBD by clinical SME - intentionally incomplete.,Approved?,OCR noisy line
Document 1 - URS - Heart Rate Monitor Application,URS,39,URS_39.4,Consent capture and privacy notice,Cloud Sync,Medium,TBD by clinical SME - intentionally incomplete.,Rejected once,duplicate section
Document 1 - URS - Heart Rate Monitor Application,URS,39,URS-039-05,Display current BPM with timestamp,Bluetooth Sensor,Not ranked,Result must be visible in mobile UI within expected time.,Approved?,missing owner
Document 1 - URS - Heart Rate Monitor Application,URS,40,URS_40.1,Sync readings to cloud API,Bluetooth Sensor,High,Result must be visible in mobile UI within expected time.,Approved?,old text retained
Document 1 - URS - Heart Rate Monitor Application,URS,40,URS-040-02,Handle offline mode,iOS,Not ranked,Audit/event record shall be generated where applicable.,Pending QA,old text retained
Document 1 - URS - Heart Rate Monitor Application,URS,40,URS-040-03,Audit user actions,Bluetooth Sensor,Not ranked,Audit/event record shall be generated where applicable.,Pending QA,REVIEW-LATER
Document 1 - URS - Heart Rate Monitor Application,URS,40,URS-040-04,Store readings securely on device,iOS,High,System shall complete the action without data loss.,Rejected once,duplicate section
Document 1 - URS - Heart Rate Monitor Application,URS,40,URS-040-05,Validate sensor data range,Bluetooth Sensor,Not ranked,TBD by clinical SME - intentionally incomplete.,Rejected once,duplicate section
Document 1 - URS - Heart Rate Monitor Application,URS,41,URS_41.1,Display current BPM with timestamp,iOS,Medium,System shall complete the action without data loss.,Rejected once,manual note
Document 1 - URS - Heart Rate Monitor Application,URS,41,URS-041-02,Capture heart rate from paired device,Local DB,TBD,TBD by clinical SME - intentionally incomplete.,Pending QA,duplicate section
Document 1 - URS - Heart Rate Monitor Application,URS,41,URS-041-03,Capture heart rate from paired device,Notification Service,Medium,Audit/event record shall be generated where applicable.,Rejected once,missing owner
Document 1 - URS - Heart Rate Monitor Application,URS,41,URS-041-04,Battery and Bluetooth warning,Android,High,User shall receive clear error message on failure.,In Review,manual note
Document 1 - URS - Heart Rate Monitor Application,URS,41,URS-041-05,Generate high/low heart-rate alert,iOS,Low,TBD by clinical SME - intentionally incomplete.,Approved?,manual note
Document 1 - URS - Heart Rate Monitor Application,URS,42,URS_42.1,Display current BPM with timestamp,Android,High,Data shall be encrypted in transit and at rest.,Draft,old text retained
Document 1 - URS - Heart Rate Monitor Application,URS,42,URS-042-02,Store readings securely on device,Android/iOS,Medium,User shall receive clear error message on failure.,Pending QA,missing owner
Document 1 - URS - Heart Rate Monitor Application,URS,42,URS-042-03,Validate sensor data range,Android,Low,Result must be visible in mobile UI within expected time.,Approved?,OCR noisy line
Document 1 - URS - Heart Rate Monitor Application,URS,42,URS-042-04,Biometric login option,Bluetooth Sensor,TBD,Result must be visible in mobile UI within expected time.,Approved?,duplicate section
Document 1 - URS - Heart Rate Monitor Application,URS,42,URS-042-05,Audit user actions,iOS,Medium,System shall complete the action without data loss.,Draft,REVIEW-LATER
Document 1 - URS - Heart Rate Monitor Application,URS,43,URS_43.1,Battery and Bluetooth warning,Android,TBD,TBD by clinical SME - intentionally incomplete.,Need SME,manual note
Document 1 - URS - Heart Rate Monitor Application,URS,43,URS-043-02,Show trend chart for 7/30/90 days,Local DB,Low,System shall complete the action without data loss.,In Review,OCR noisy line
Document 1 - URS - Heart Rate Monitor Application,URS,43,URS-043-03,Export readings as PDF/CSV,Backend API,Not ranked,Audit/event record shall be generated where applicable.,Need SME,RAG TEST CHUNK
Document 1 - URS - Heart Rate Monitor Application,URS,43,URS_43.4,Manual heart rate entry when device unavailable,iOS,Not ranked,Data shall be encrypted in transit and at rest.,Pending QA,OCR noisy line
Document 1 - URS - Heart Rate Monitor Application,URS,43,URS-043-05,Handle offline mode,iOS,Not ranked,Audit/event record shall be generated where applicable.,Rejected once,v0.1/v1.0 mixed
Document 1 - URS - Heart Rate Monitor Application,URS,44,URS-044-01,Handle offline mode,iOS,TBD,User shall receive clear error message on failure.,Rejected once,manual note
Document 1 - URS - Heart Rate Monitor Application,URS,44,URS-044-02,Capture heart rate from paired device,Local DB,Not ranked,System shall complete the action without data loss.,In Review,v0.1/v1.0 mixed
Document 1 - URS - Heart Rate Monitor Application,URS,44,URS-044-03,Display current BPM with timestamp,Notification Service,High,Data shall be encrypted in transit and at rest.,Rejected once,REVIEW-LATER
Document 1 - URS - Heart Rate Monitor Application,URS,44,URS-044-04,Battery and Bluetooth warning,Cloud Sync,High,System shall complete the action without data loss.,Need SME,??
Document 1 - URS - Heart Rate Monitor Application,URS,44,URS-044-05,Biometric login option,Cloud Sync,Low,Data shall be encrypted in transit and at rest.,Approved?,RAG TEST CHUNK
Document 1 - URS - Heart Rate Monitor Application,URS,45,URS-045-01,Notification retry and suppression,Local DB,TBD,TBD by clinical SME - intentionally incomplete.,In Review,RAG TEST CHUNK
Document 1 - URS - Heart Rate Monitor Application,URS,45,URS-045-02,Sync readings to cloud API,iOS,Medium,Audit/event record shall be generated where applicable.,Pending QA,RAG TEST CHUNK
Document 1 - URS - Heart Rate Monitor Application,URS,45,URS-045-03,Generate high/low heart-rate alert,Android/iOS,Medium,Audit/event record shall be generated where applicable.,In Review,RAG TEST CHUNK
Document 1 - URS - Heart Rate Monitor Application,URS,45,URS-045-04,Show trend chart for 7/30/90 days,Android,Low,Data shall be encrypted in transit and at rest.,Pending QA,??
Document 1 - URS - Heart Rate Monitor Application,URS,45,URS-045-05,Handle offline mode,Cloud Sync,Medium,Data shall be encrypted in transit and at rest.,Rejected once,TBD
Document 1 - URS - Heart Rate Monitor Application,URS,46,URS-046-01,Handle offline mode,Bluetooth Sensor,TBD,Data shall be encrypted in transit and at rest.,Rejected once,old text retained
Document 1 - URS - Heart Rate Monitor Application,URS,46,URS-046-02,Show trend chart for 7/30/90 days,Local DB,Medium,Data shall be encrypted in transit and at rest.,Approved?,v0.1/v1.0 mixed
Document 1 - URS - Heart Rate Monitor Application,URS,46,URS-046-03,Export readings as PDF/CSV,iOS,High,TBD by clinical SME - intentionally incomplete.,Draft,OCR noisy line
Document 1 - URS - Heart Rate Monitor Application,URS,46,URS-046-04,Display current BPM with timestamp,Backend API,Not ranked,Data shall be encrypted in transit and at rest.,In Review,v0.1/v1.0 mixed
Document 1 - URS - Heart Rate Monitor Application,URS,46,URS-046-05,Capture heart rate from paired device,iOS,Medium,System shall complete the action without data loss.,Rejected once,missing owner
Document 1 - URS - Heart Rate Monitor Application,URS,47,URS-047-01,Manual heart rate entry when device unavailable,iOS,High,Data shall be encrypted in transit and at rest.,Pending QA,manual note
Document 1 - URS - Heart Rate Monitor Application,URS,47,URS-047-02,Sync readings to cloud API,iOS,Medium,User shall receive clear error message on failure.,Draft,v0.1/v1.0 mixed
Document 1 - URS - Heart Rate Monitor Application,URS,47,URS-047-03,Store readings securely on device,Backend API,High,Audit/event record shall be generated where applicable.,Need SME,duplicate section
Document 1 - URS - Heart Rate Monitor Application,URS,47,URS-047-04,Support caregiver view,Backend API,High,TBD by clinical SME - intentionally incomplete.,Draft,duplicate section
Document 1 - URS - Heart Rate Monitor Application,URS,47,URS-047-05,Manual heart rate entry when device unavailable,iOS,Low,Result must be visible in mobile UI within expected time.,Need SME,missing owner
Document 1 - URS - Heart Rate Monitor Application,URS,48,URS-048-01,Capture heart rate from paired device,Android,TBD,Data shall be encrypted in transit and at rest.,Approved?,duplicate section
Document 1 - URS - Heart Rate Monitor Application,URS,48,URS-048-02,Show trend chart for 7/30/90 days,iOS,High,Result must be visible in mobile UI within expected time.,Approved?,missing owner
Document 1 - URS - Heart Rate Monitor Application,URS,48,URS-048-03,Consent capture and privacy notice,Android,Medium,System shall complete the action without data loss.,Need SME,??
Document 1 - URS - Heart Rate Monitor Application,URS,48,URS-048-04,Export readings as PDF/CSV,Android,Not ranked,Audit/event record shall be generated where applicable.,Rejected once,OCR noisy line
Document 1 - URS - Heart Rate Monitor Application,URS,48,URS-048-05,Audit user actions,Android/iOS,Low,TBD by clinical SME - intentionally incomplete.,Approved?,RAG TEST CHUNK
Document 1 - URS - Heart Rate Monitor Application,URS,49,URS-049-01,Biometric login option,Local DB,Medium,Result must be visible in mobile UI within expected time.,Pending QA,TBD
Document 1 - URS - Heart Rate Monitor Application,URS,49,URS-049-02,Audit user actions,Local DB,Low,TBD by clinical SME - intentionally incomplete.,In Review,RAG TEST CHUNK
Document 1 - URS - Heart Rate Monitor Application,URS,49,URS-049-03,Biometric login option,Local DB,Not ranked,User shall receive clear error message on failure.,Rejected once,manual note
Document 1 - URS - Heart Rate Monitor Application,URS,49,URS-049-04,Manual heart rate entry when device unavailable,Cloud Sync,Low,System shall complete the action without data loss.,In Review,duplicate section
Document 1 - URS - Heart Rate Monitor Application,URS,49,URS-049-05,Support caregiver view,Local DB,Medium,System shall complete the action without data loss.,Approved?,v0.1/v1.0 mixed
Document 1 - URS - Heart Rate Monitor Application,URS,50,URS_50.1,Biometric login option,Local DB,High,TBD by clinical SME - intentionally incomplete.,Pending QA,RAG TEST CHUNK
Document 1 - URS - Heart Rate Monitor Application,URS,50,URS-050-02,Generate high/low heart-rate alert,Local DB,Not ranked,Audit/event record shall be generated where applicable.,Draft,OCR noisy line
Document 1 - URS - Heart Rate Monitor Application,URS,50,URS-050-03,Support caregiver view,iOS,Not ranked,User shall receive clear error message on failure.,Approved?,manual note
Document 1 - URS - Heart Rate Monitor Application,URS,50,URS-050-04,Export readings as PDF/CSV,Android/iOS,Low,TBD by clinical SME - intentionally incomplete.,Rejected once,old text retained
Document 1 - URS - Heart Rate Monitor Application,URS,50,URS-050-05,Validate sensor data range,Cloud Sync,TBD,System shall complete the action without data loss.,Draft,missing owner
Document 1 - URS - Heart Rate Monitor Application,URS,51,URS-051-01,Generate high/low heart-rate alert,Bluetooth Sensor,Low,Result must be visible in mobile UI within expected time.,Need SME,TBD
Document 1 - URS - Heart Rate Monitor Application,URS,51,URS-051-02,Battery and Bluetooth warning,iOS,Low,TBD by clinical SME - intentionally incomplete.,Pending QA,v0.1/v1.0 mixed
Document 1 - URS - Heart Rate Monitor Application,URS,51,URS_51.3,Support caregiver view,Cloud Sync,Low,TBD by clinical SME - intentionally incomplete.,Pending QA,TBD
Document 1 - URS - Heart Rate Monitor Application,URS,51,URS-051-04,Consent capture and privacy notice,Cloud Sync,Medium,Result must be visible in mobile UI within expected time.,Pending QA,old text retained
Document 1 - URS - Heart Rate Monitor Application,URS,51,URS_51.5,Manual heart rate entry when device unavailable,iOS,High,User shall receive clear error message on failure.,In Review,??
Document 1 - URS - Heart Rate Monitor Application,URS,52,URS-052-01,Display current BPM with timestamp,Notification Service,TBD,System shall complete the action without data loss.,In Review,duplicate section
Document 1 - URS - Heart Rate Monitor Application,URS,52,URS_52.2,Store readings securely on device,Notification Service,Low,System shall complete the action without data loss.,Approved?,v0.1/v1.0 mixed
Document 1 - URS - Heart Rate Monitor Application,URS,52,URS-052-03,Handle offline mode,Local DB,Not ranked,User shall receive clear error message on failure.,Pending QA,missing owner
Document 1 - URS - Heart Rate Monitor Application,URS,52,URS-052-04,Generate high/low heart-rate alert,Backend API,Not ranked,Data shall be encrypted in transit and at rest.,Approved?,missing owner
Document 1 - URS - Heart Rate Monitor Application,URS,52,URS-052-05,Audit user actions,Android,TBD,TBD by clinical SME - intentionally incomplete.,Pending QA,old text retained
Document 1 - URS - Heart Rate Monitor Application,URS,53,URS-053-01,Store readings securely on device,Local DB,Medium,Audit/event record shall be generated where applicable.,Need SME,old text retained
Document 1 - URS - Heart Rate Monitor Application,URS,53,URS-053-02,Handle offline mode,Notification Service,High,User shall receive clear error message on failure.,Rejected once,missing owner
Document 1 - URS - Heart Rate Monitor Application,URS,53,URS_53.3,Biometric login option,Notification Service,Low,Audit/event record shall be generated where applicable.,Rejected once,OCR noisy line
Document 1 - URS - Heart Rate Monitor Application,URS,53,URS-053-04,Consent capture and privacy notice,Backend API,TBD,Result must be visible in mobile UI within expected time.,Need SME,REVIEW-LATER
Document 1 - URS - Heart Rate Monitor Application,URS,53,URS-053-05,Consent capture and privacy notice,iOS,Medium,System shall complete the action without data loss.,Pending QA,v0.1/v1.0 mixed
Document 1 - URS - Heart Rate Monitor Application,URS,54,URS-054-01,Notification retry and suppression,iOS,Not ranked,System shall complete the action without data loss.,Need SME,manual note
Document 1 - URS - Heart Rate Monitor Application,URS,54,URS-054-02,Show trend chart for 7/30/90 days,iOS,Low,TBD by clinical SME - intentionally incomplete.,Pending QA,duplicate section
Document 1 - URS - Heart Rate Monitor Application,URS,54,URS-054-03,Sync readings to cloud API,Android,High,Data shall be encrypted in transit and at rest.,Need SME,RAG TEST CHUNK
Document 1 - URS - Heart Rate Monitor Application,URS,54,URS-054-04,Support caregiver view,Local DB,High,Result must be visible in mobile UI within expected time.,Rejected once,missing owner
Document 1 - URS - Heart Rate Monitor Application,URS,54,URS-054-05,Battery and Bluetooth warning,Bluetooth Sensor,Medium,TBD by clinical SME - intentionally incomplete.,Draft,TBD
Document 1 - URS - Heart Rate Monitor Application,URS,55,URS-055-01,Generate high/low heart-rate alert,Backend API,Medium,Data shall be encrypted in transit and at rest.,In Review,RAG TEST CHUNK
Document 1 - URS - Heart Rate Monitor Application,URS,55,URS-055-02,Handle offline mode,Backend API,Low,Audit/event record shall be generated where applicable.,Need SME,old text retained
Document 1 - URS - Heart Rate Monitor Application,URS,55,URS-055-03,Capture heart rate from paired device,Bluetooth Sensor,TBD,System shall complete the action without data loss.,In Review,??
Document 1 - URS - Heart Rate Monitor Application,URS,55,URS-055-04,Generate high/low heart-rate alert,Backend API,High,TBD by clinical SME - intentionally incomplete.,Pending QA,old text retained
Document 1 - URS - Heart Rate Monitor Application,URS,55,URS-055-05,Biometric login option,Backend API,High,Result must be visible in mobile UI within expected time.,Need SME,RAG TEST CHUNK
Document 1 - URS - Heart Rate Monitor Application,URS,56,URS_56.1,Manual heart rate entry when device unavailable,Backend API,TBD,Result must be visible in mobile UI within expected time.,Draft,TBD
Document 1 - URS - Heart Rate Monitor Application,URS,56,URS-056-02,Biometric login option,Cloud Sync,Low,User shall receive clear error message on failure.,Pending QA,manual note
Document 1 - URS - Heart Rate Monitor Application,URS,56,URS-056-03,Consent capture and privacy notice,Backend API,Not ranked,Data shall be encrypted in transit and at rest.,In Review,OCR noisy line
Document 1 - URS - Heart Rate Monitor Application,URS,56,URS_56.4,Display current BPM with timestamp,Bluetooth Sensor,TBD,Data shall be encrypted in transit and at rest.,Need SME,old text retained
Document 1 - URS - Heart Rate Monitor Application,URS,56,URS_56.5,Show trend chart for 7/30/90 days,iOS,Low,User shall receive clear error message on failure.,Rejected once,OCR noisy line
Document 1 - URS - Heart Rate Monitor Application,URS,57,URS-057-01,Battery and Bluetooth warning,Android,TBD,Result must be visible in mobile UI within expected time.,In Review,TBD
Document 1 - URS - Heart Rate Monitor Application,URS,57,URS_57.2,Sync readings to cloud API,Cloud Sync,High,User shall receive clear error message on failure.,Approved?,manual note
Document 1 - URS - Heart Rate Monitor Application,URS,57,URS-057-03,Support caregiver view,Backend API,Low,System shall complete the action without data loss.,In Review,manual note
Document 1 - URS - Heart Rate Monitor Application,URS,57,URS-057-04,Display current BPM with timestamp,Bluetooth Sensor,TBD,User shall receive clear error message on failure.,Need SME,old text retained
Document 1 - URS - Heart Rate Monitor Application,URS,57,URS-057-05,Consent capture and privacy notice,Android,Medium,Audit/event record shall be generated where applicable.,Rejected once,REVIEW-LATER
Document 1 - URS - Heart Rate Monitor Application,URS,58,URS-058-01,Generate high/low heart-rate alert,Bluetooth Sensor,Medium,Audit/event record shall be generated where applicable.,Approved?,RAG TEST CHUNK
Document 1 - URS - Heart Rate Monitor Application,URS,58,URS-058-02,Capture heart rate from paired device,Local DB,Low,TBD by clinical SME - intentionally incomplete.,Draft,REVIEW-LATER
Document 1 - URS - Heart Rate Monitor Application,URS,58,URS_58.3,Sync readings to cloud API,Android,TBD,System shall complete the action without data loss.,Draft,REVIEW-LATER
Document 1 - URS - Heart Rate Monitor Application,URS,58,URS-058-04,Show trend chart for 7/30/90 days,iOS,High,User shall receive clear error message on failure.,Pending QA,old text retained
Document 1 - URS - Heart Rate Monitor Application,URS,58,URS_58.5,Biometric login option,Backend API,High,Data shall be encrypted in transit and at rest.,In Review,OCR noisy line
Document 1 - URS - Heart Rate Monitor Application,URS,59,URS_59.1,Manual heart rate entry when device unavailable,Cloud Sync,TBD,User shall receive clear error message on failure.,Need SME,RAG TEST CHUNK
Document 1 - URS - Heart Rate Monitor Application,URS,59,URS-059-02,Show trend chart for 7/30/90 days,Bluetooth Sensor,Not ranked,Result must be visible in mobile UI within expected time.,Need SME,manual note
Document 1 - URS - Heart Rate Monitor Application,URS,59,URS_59.3,Generate high/low heart-rate alert,Bluetooth Sensor,Low,Data shall be encrypted in transit and at rest.,Draft,duplicate section
Document 1 - URS - Heart Rate Monitor Application,URS,59,URS-059-04,Store readings securely on device,Local DB,Low,Audit/event record shall be generated where applicable.,In Review,OCR noisy line
Document 1 - URS - Heart Rate Monitor Application,URS,59,URS-059-05,Notification retry and suppression,Bluetooth Sensor,High,Result must be visible in mobile UI within expected time.,Pending QA,??
Document 1 - URS - Heart Rate Monitor Application,URS,60,URS-060-01,Audit user actions,Android,Not ranked,User shall receive clear error message on failure.,Pending QA,TBD
Document 1 - URS - Heart Rate Monitor Application,URS,60,URS-060-02,Manual heart rate entry when device unavailable,Cloud Sync,Not ranked,Result must be visible in mobile UI within expected time.,Approved?,missing owner
Document 1 - URS - Heart Rate Monitor Application,URS,60,URS-060-03,Store readings securely on device,Backend API,High,Result must be visible in mobile UI within expected time.,Draft,duplicate section
Document 1 - URS - Heart Rate Monitor Application,URS,60,URS-060-04,Audit user actions,Cloud Sync,Not ranked,System shall complete the action without data loss.,In Review,??
Document 1 - URS - Heart Rate Monitor Application,URS,60,URS-060-05,Consent capture and privacy notice,Notification Service,TBD,User shall receive clear error message on failure.,Pending QA,old text retained
Document 1 - URS - Heart Rate Monitor Application,URS,61,URS-061-01,Store readings securely on device,iOS,Low,System shall complete the action without data loss.,Draft,old text retained
Document 1 - URS - Heart Rate Monitor Application,URS,61,URS-061-02,Export readings as PDF/CSV,Bluetooth Sensor,High,Audit/event record shall be generated where applicable.,Pending QA,RAG TEST CHUNK
Document 1 - URS - Heart Rate Monitor Application,URS,61,URS-061-03,Handle offline mode,Notification Service,Not ranked,TBD by clinical SME - intentionally incomplete.,Pending QA,TBD
Document 1 - URS - Heart Rate Monitor Application,URS,61,URS-061-04,Audit user actions,Android/iOS,High,TBD by clinical SME - intentionally incomplete.,Draft,OCR noisy line
Document 1 - URS - Heart Rate Monitor Application,URS,61,URS_61.5,Audit user actions,Android,Low,TBD by clinical SME - intentionally incomplete.,Approved?,OCR noisy line
Document 1 - URS - Heart Rate Monitor Application,URS,62,URS-062-01,Capture heart rate from paired device,Cloud Sync,Low,Result must be visible in mobile UI within expected time.,In Review,duplicate section
Document 1 - URS - Heart Rate Monitor Application,URS,62,URS-062-02,Notification retry and suppression,iOS,TBD,Result must be visible in mobile UI within expected time.,Approved?,old text retained
Document 1 - URS - Heart Rate Monitor Application,URS,62,URS-062-03,Manual heart rate entry when device unavailable,Local DB,High,TBD by clinical SME - intentionally incomplete.,In Review,duplicate section
Document 1 - URS - Heart Rate Monitor Application,URS,62,URS-062-04,Biometric login option,iOS,High,System shall complete the action without data loss.,Pending QA,RAG TEST CHUNK
Document 1 - URS - Heart Rate Monitor Application,URS,62,URS_62.5,Display current BPM with timestamp,Notification Service,Low,TBD by clinical SME - intentionally incomplete.,In Review,manual note
Document 1 - URS - Heart Rate Monitor Application,URS,63,URS-063-01,Battery and Bluetooth warning,Backend API,High,User shall receive clear error message on failure.,In Review,manual note
Document 1 - URS - Heart Rate Monitor Application,URS,63,URS-063-02,Show trend chart for 7/30/90 days,Cloud Sync,Not ranked,User shall receive clear error message on failure.,In Review,OCR noisy line
Document 1 - URS - Heart Rate Monitor Application,URS,63,URS-063-03,Sync readings to cloud API,Notification Service,TBD,TBD by clinical SME - intentionally incomplete.,Need SME,OCR noisy line
Document 1 - URS - Heart Rate Monitor Application,URS,63,URS-063-04,Support caregiver view,Local DB,High,Data shall be encrypted in transit and at rest.,Need SME,REVIEW-LATER
Document 1 - URS - Heart Rate Monitor Application,URS,63,URS-063-05,Capture heart rate from paired device,Backend API,High,System shall complete the action without data loss.,Approved?,RAG TEST CHUNK
Document 1 - URS - Heart Rate Monitor Application,URS,64,URS-064-01,Store readings securely on device,Notification Service,High,Result must be visible in mobile UI within expected time.,Draft,TBD
Document 1 - URS - Heart Rate Monitor Application,URS,64,URS-064-02,Battery and Bluetooth warning,Notification Service,TBD,Data shall be encrypted in transit and at rest.,Pending QA,??
Document 1 - URS - Heart Rate Monitor Application,URS,64,URS-064-03,Consent capture and privacy notice,Cloud Sync,Low,Data shall be encrypted in transit and at rest.,Draft,TBD
Document 1 - URS - Heart Rate Monitor Application,URS,64,URS-064-04,Sync readings to cloud API,Notification Service,Not ranked,System shall complete the action without data loss.,Need SME,RAG TEST CHUNK
Document 1 - URS - Heart Rate Monitor Application,URS,64,URS_64.5,Handle offline mode,Local DB,Medium,TBD by clinical SME - intentionally incomplete.,Draft,REVIEW-LATER
Document 1 - URS - Heart Rate Monitor Application,URS,65,URS-065-01,Consent capture and privacy notice,Android/iOS,Medium,Audit/event record shall be generated where applicable.,Draft,TBD
Document 1 - URS - Heart Rate Monitor Application,URS,65,URS-065-02,Store readings securely on device,Cloud Sync,Medium,TBD by clinical SME - intentionally incomplete.,Rejected once,old text retained
Document 1 - URS - Heart Rate Monitor Application,URS,65,URS-065-03,Biometric login option,iOS,Medium,Data shall be encrypted in transit and at rest.,In Review,old text retained
Document 1 - URS - Heart Rate Monitor Application,URS,65,URS-065-04,Display current BPM with timestamp,Local DB,High,Data shall be encrypted in transit and at rest.,Pending QA,missing owner
Document 1 - URS - Heart Rate Monitor Application,URS,65,URS-065-05,Biometric login option,iOS,Medium,System shall complete the action without data loss.,In Review,manual note
Document 1 - URS - Heart Rate Monitor Application,URS,66,URS-066-01,Generate high/low heart-rate alert,iOS,Low,Audit/event record shall be generated where applicable.,Draft,old text retained
Document 1 - URS - Heart Rate Monitor Application,URS,66,URS-066-02,Consent capture and privacy notice,Local DB,Medium,Audit/event record shall be generated where applicable.,Rejected once,REVIEW-LATER
Document 1 - URS - Heart Rate Monitor Application,URS,66,URS-066-03,Consent capture and privacy notice,Notification Service,Medium,System shall complete the action without data loss.,In Review,TBD
Document 1 - URS - Heart Rate Monitor Application,URS,66,URS_66.4,Export readings as PDF/CSV,Bluetooth Sensor,TBD,User shall receive clear error message on failure.,Rejected once,RAG TEST CHUNK
Document 1 - URS - Heart Rate Monitor Application,URS,66,URS_66.5,Support caregiver view,Android/iOS,High,Result must be visible in mobile UI within expected time.,Approved?,??
Document 1 - URS - Heart Rate Monitor Application,URS,67,URS_67.1,Sync readings to cloud API,Android,Medium,System shall complete the action without data loss.,Need SME,TBD
