document_name,doc_type,page,item_id,item_text,platform,risk,acceptance_expected,status,messy_flag
Document 2 - FRS - Heart Rate Monitor Application,FRS,33,FRS-033-01,Sync readings to cloud API,iOS,Medium,Result must be visible in mobile UI within expected time.,Rejected once,REVIEW-LATER
Document 2 - FRS - Heart Rate Monitor Application,FRS,33,FRS-033-02,Support caregiver view,Backend API,Not ranked,Result must be visible in mobile UI within expected time.,In Review,old text retained
Document 2 - FRS - Heart Rate Monitor Application,FRS,33,FRS-033-03,Validate sensor data range,Android,Low,User shall receive clear error message on failure.,Rejected once,TBD
Document 2 - FRS - Heart Rate Monitor Application,FRS,33,FRS_33.4,Capture heart rate from paired device,Android,Medium,TBD by clinical SME - intentionally incomplete.,Need SME,RAG TEST CHUNK
Document 2 - FRS - Heart Rate Monitor Application,FRS,33,FRS-033-05,Notification retry and suppression,Android/iOS,Not ranked,Result must be visible in mobile UI within expected time.,In Review,TBD
Document 2 - FRS - Heart Rate Monitor Application,FRS,34,FRS-034-01,Manual heart rate entry when device unavailable,Android/iOS,Low,User shall receive clear error message on failure.,Pending QA,REVIEW-LATER
Document 2 - FRS - Heart Rate Monitor Application,FRS,34,FRS-034-02,Validate sensor data range,Bluetooth Sensor,High,Audit/event record shall be generated where applicable.,Approved?,manual note
Document 2 - FRS - Heart Rate Monitor Application,FRS,34,FRS-034-03,Export readings as PDF/CSV,Android/iOS,High,User shall receive clear error message on failure.,Draft,manual note
Document 2 - FRS - Heart Rate Monitor Application,FRS,34,FRS-034-04,Capture heart rate from paired device,Notification Service,Medium,System shall complete the action without data loss.,Rejected once,manual note
Document 2 - FRS - Heart Rate Monitor Application,FRS,34,FRS-034-05,Store readings securely on device,iOS,TBD,Audit/event record shall be generated where applicable.,Rejected once,manual note
Document 2 - FRS - Heart Rate Monitor Application,FRS,35,FRS-035-01,Generate high/low heart-rate alert,Backend API,Medium,Result must be visible in mobile UI within expected time.,Draft,REVIEW-LATER
Document 2 - FRS - Heart Rate Monitor Application,FRS,35,FRS_35.2,Show trend chart for 7/30/90 days,Bluetooth Sensor,Not ranked,System shall complete the action without data loss.,Approved?,v0.1/v1.0 mixed
Document 2 - FRS - Heart Rate Monitor Application,FRS,35,FRS_35.3,Show trend chart for 7/30/90 days,Android,Not ranked,User shall receive clear error message on failure.,Rejected once,RAG TEST CHUNK
Document 2 - FRS - Heart Rate Monitor Application,FRS,35,FRS-035-04,Biometric login option,iOS,Medium,Result must be visible in mobile UI within expected time.,Draft,v0.1/v1.0 mixed
Document 2 - FRS - Heart Rate Monitor Application,FRS,35,FRS-035-05,Validate sensor data range,iOS,Not ranked,System shall complete the action without data loss.,Approved?,RAG TEST CHUNK
Document 2 - FRS - Heart Rate Monitor Application,FRS,36,FRS-036-01,Notification retry and suppression,Android/iOS,Low,Audit/event record shall be generated where applicable.,Approved?,OCR noisy line
Document 2 - FRS - Heart Rate Monitor Application,FRS,36,FRS-036-02,Notification retry and suppression,Notification Service,High,User shall receive clear error message on failure.,Draft,v0.1/v1.0 mixed
Document 2 - FRS - Heart Rate Monitor Application,FRS,36,FRS-036-03,Notification retry and suppression,Local DB,Medium,Result must be visible in mobile UI within expected time.,Need SME,v0.1/v1.0 mixed
Document 2 - FRS - Heart Rate Monitor Application,FRS,36,FRS_36.4,Handle offline mode,Backend API,Low,TBD by clinical SME - intentionally incomplete.,In Review,OCR noisy line
Document 2 - FRS - Heart Rate Monitor Application,FRS,36,FRS-036-05,Biometric login option,Backend API,Not ranked,Result must be visible in mobile UI within expected time.,Need SME,manual note
Document 2 - FRS - Heart Rate Monitor Application,FRS,37,FRS-037-01,Biometric login option,Bluetooth Sensor,High,Data shall be encrypted in transit and at rest.,Approved?,missing owner
Document 2 - FRS - Heart Rate Monitor Application,FRS,37,FRS-037-02,Manual heart rate entry when device unavailable,Android/iOS,Low,Result must be visible in mobile UI within expected time.,Rejected once,OCR noisy line
Document 2 - FRS - Heart Rate Monitor Application,FRS,37,FRS_37.3,Handle offline mode,iOS,Medium,Data shall be encrypted in transit and at rest.,Approved?,manual note
Document 2 - FRS - Heart Rate Monitor Application,FRS,37,FRS-037-04,Display current BPM with timestamp,Bluetooth Sensor,TBD,User shall receive clear error message on failure.,Pending QA,missing owner
Document 2 - FRS - Heart Rate Monitor Application,FRS,37,FRS-037-05,Store readings securely on device,Notification Service,High,TBD by clinical SME - intentionally incomplete.,Draft,v0.1/v1.0 mixed
Document 2 - FRS - Heart Rate Monitor Application,FRS,38,FRS-038-01,Show trend chart for 7/30/90 days,Local DB,Not ranked,Result must be visible in mobile UI within expected time.,Pending QA,RAG TEST CHUNK
Document 2 - FRS - Heart Rate Monitor Application,FRS,38,FRS-038-02,Consent capture and privacy notice,Notification Service,Not ranked,Result must be visible in mobile UI within expected time.,Approved?,??
Document 2 - FRS - Heart Rate Monitor Application,FRS,38,FRS-038-03,Capture heart rate from paired device,Android,High,Result must be visible in mobile UI within expected time.,Rejected once,old text retained
Document 2 - FRS - Heart Rate Monitor Application,FRS,38,FRS-038-04,Display current BPM with timestamp,Cloud Sync,Not ranked,Audit/event record shall be generated where applicable.,Approved?,old text retained
Document 2 - FRS - Heart Rate Monitor Application,FRS,38,FRS-038-05,Generate high/low heart-rate alert,iOS,TBD,Result must be visible in mobile UI within expected time.,Pending QA,OCR noisy line
Document 2 - FRS - Heart Rate Monitor Application,FRS,39,FRS-039-01,Generate high/low heart-rate alert,Cloud Sync,High,TBD by clinical SME - intentionally incomplete.,Approved?,missing owner
Document 2 - FRS - Heart Rate Monitor Application,FRS,39,FRS-039-02,Validate sensor data range,Local DB,Not ranked,Audit/event record shall be generated where applicable.,Draft,old text retained
Document 2 - FRS - Heart Rate Monitor Application,FRS,39,FRS_39.3,Battery and Bluetooth warning,Notification Service,High,Audit/event record shall be generated where applicable.,Need SME,TBD
Document 2 - FRS - Heart Rate Monitor Application,FRS,39,FRS-039-04,Display current BPM with timestamp,Android,High,Data shall be encrypted in transit and at rest.,In Review,REVIEW-LATER
Document 2 - FRS - Heart Rate Monitor Application,FRS,39,FRS-039-05,Biometric login option,Bluetooth Sensor,Medium,Data shall be encrypted in transit and at rest.,Pending QA,OCR noisy line
Document 2 - FRS - Heart Rate Monitor Application,FRS,40,FRS-040-01,Capture heart rate from paired device,Notification Service,Not ranked,System shall complete the action without data loss.,Pending QA,REVIEW-LATER
Document 2 - FRS - Heart Rate Monitor Application,FRS,40,FRS-040-02,Sync readings to cloud API,Android,High,Data shall be encrypted in transit and at rest.,Draft,missing owner
Document 2 - FRS - Heart Rate Monitor Application,FRS,40,FRS-040-03,Store readings securely on device,Notification Service,Low,TBD by clinical SME - intentionally incomplete.,In Review,REVIEW-LATER
Document 2 - FRS - Heart Rate Monitor Application,FRS,40,FRS-040-04,Validate sensor data range,Backend API,Low,System shall complete the action without data loss.,Rejected once,missing owner
Document 2 - FRS - Heart Rate Monitor Application,FRS,40,FRS-040-05,Generate high/low heart-rate alert,Local DB,TBD,User shall receive clear error message on failure.,Approved?,duplicate section
Document 2 - FRS - Heart Rate Monitor Application,FRS,41,FRS-041-01,Store readings securely on device,Cloud Sync,Not ranked,Audit/event record shall be generated where applicable.,Draft,TBD
Document 2 - FRS - Heart Rate Monitor Application,FRS,41,FRS-041-02,Handle offline mode,iOS,TBD,TBD by clinical SME - intentionally incomplete.,Draft,??
Document 2 - FRS - Heart Rate Monitor Application,FRS,41,FRS-041-03,Support caregiver view,Notification Service,Not ranked,TBD by clinical SME - intentionally incomplete.,Draft,manual note
Document 2 - FRS - Heart Rate Monitor Application,FRS,41,FRS-041-04,Validate sensor data range,Cloud Sync,TBD,Audit/event record shall be generated where applicable.,In Review,duplicate section
Document 2 - FRS - Heart Rate Monitor Application,FRS,41,FRS-041-05,Audit user actions,Local DB,Not ranked,User shall receive clear error message on failure.,Rejected once,old text retained
Document 2 - FRS - Heart Rate Monitor Application,FRS,42,FRS-042-01,Capture heart rate from paired device,Local DB,TBD,Audit/event record shall be generated where applicable.,Approved?,??
Document 2 - FRS - Heart Rate Monitor Application,FRS,42,FRS-042-02,Notification retry and suppression,Notification Service,High,Result must be visible in mobile UI within expected time.,Approved?,v0.1/v1.0 mixed
Document 2 - FRS - Heart Rate Monitor Application,FRS,42,FRS_42.3,Validate sensor data range,Bluetooth Sensor,Medium,Data shall be encrypted in transit and at rest.,Rejected once,duplicate section
Document 2 - FRS - Heart Rate Monitor Application,FRS,42,FRS-042-04,Handle offline mode,Cloud Sync,Medium,System shall complete the action without data loss.,Rejected once,missing owner
Document 2 - FRS - Heart Rate Monitor Application,FRS,42,FRS-042-05,Store readings securely on device,Cloud Sync,High,Audit/event record shall be generated where applicable.,Rejected once,manual note
Document 2 - FRS - Heart Rate Monitor Application,FRS,43,FRS-043-01,Display current BPM with timestamp,Cloud Sync,High,TBD by clinical SME - intentionally incomplete.,Need SME,REVIEW-LATER
Document 2 - FRS - Heart Rate Monitor Application,FRS,43,FRS-043-02,Audit user actions,Cloud Sync,Medium,Audit/event record shall be generated where applicable.,Rejected once,v0.1/v1.0 mixed
Document 2 - FRS - Heart Rate Monitor Application,FRS,43,FRS-043-03,Store readings securely on device,iOS,High,Data shall be encrypted in transit and at rest.,Pending QA,??
Document 2 - FRS - Heart Rate Monitor Application,FRS,43,FRS-043-04,Support caregiver view,Cloud Sync,High,User shall receive clear error message on failure.,Draft,old text retained
Document 2 - FRS - Heart Rate Monitor Application,FRS,43,FRS-043-05,Notification retry and suppression,Local DB,Low,User shall receive clear error message on failure.,Pending QA,manual note
Document 2 - FRS - Heart Rate Monitor Application,FRS,44,FRS_44.1,Validate sensor data range,Bluetooth Sensor,TBD,TBD by clinical SME - intentionally incomplete.,Pending QA,old text retained
Document 2 - FRS - Heart Rate Monitor Application,FRS,44,FRS-044-02,Validate sensor data range,Android,Not ranked,System shall complete the action without data loss.,Need SME,missing owner
Document 2 - FRS - Heart Rate Monitor Application,FRS,44,FRS-044-03,Handle offline mode,Backend API,High,Data shall be encrypted in transit and at rest.,Approved?,v0.1/v1.0 mixed
Document 2 - FRS - Heart Rate Monitor Application,FRS,44,FRS-044-04,Consent capture and privacy notice,Local DB,Medium,User shall receive clear error message on failure.,Pending QA,v0.1/v1.0 mixed
Document 2 - FRS - Heart Rate Monitor Application,FRS,44,FRS-044-05,Display current BPM with timestamp,Cloud Sync,Not ranked,Audit/event record shall be generated where applicable.,Approved?,manual note
Document 2 - FRS - Heart Rate Monitor Application,FRS,45,FRS_45.1,Export readings as PDF/CSV,Android/iOS,Low,Result must be visible in mobile UI within expected time.,Need SME,v0.1/v1.0 mixed
Document 2 - FRS - Heart Rate Monitor Application,FRS,45,FRS-045-02,Biometric login option,Android,High,Data shall be encrypted in transit and at rest.,Need SME,missing owner
Document 2 - FRS - Heart Rate Monitor Application,FRS,45,FRS-045-03,Audit user actions,Android/iOS,Not ranked,User shall receive clear error message on failure.,Approved?,missing owner
Document 2 - FRS - Heart Rate Monitor Application,FRS,45,FRS-045-04,Biometric login option,Notification Service,Not ranked,Result must be visible in mobile UI within expected time.,Approved?,REVIEW-LATER
Document 2 - FRS - Heart Rate Monitor Application,FRS,45,FRS-045-05,Display current BPM with timestamp,Bluetooth Sensor,TBD,Audit/event record shall be generated where applicable.,Draft,manual note
Document 2 - FRS - Heart Rate Monitor Application,FRS,46,FRS-046-01,Display current BPM with timestamp,Cloud Sync,Not ranked,System shall complete the action without data loss.,Need SME,duplicate section
Document 2 - FRS - Heart Rate Monitor Application,FRS,46,FRS-046-02,Notification retry and suppression,Backend API,Medium,TBD by clinical SME - intentionally incomplete.,Pending QA,manual note
Document 2 - FRS - Heart Rate Monitor Application,FRS,46,FRS-046-03,Consent capture and privacy notice,Cloud Sync,TBD,Audit/event record shall be generated where applicable.,Draft,old text retained
Document 2 - FRS - Heart Rate Monitor Application,FRS,46,FRS-046-04,Display current BPM with timestamp,Bluetooth Sensor,Medium,Data shall be encrypted in transit and at rest.,Rejected once,REVIEW-LATER
Document 2 - FRS - Heart Rate Monitor Application,FRS,46,FRS-046-05,Audit user actions,Backend API,Low,Result must be visible in mobile UI within expected time.,Rejected once,RAG TEST CHUNK
Document 2 - FRS - Heart Rate Monitor Application,FRS,47,FRS-047-01,Battery and Bluetooth warning,Android,Low,System shall complete the action without data loss.,Approved?,old text retained
Document 2 - FRS - Heart Rate Monitor Application,FRS,47,FRS-047-02,Validate sensor data range,Notification Service,TBD,Result must be visible in mobile UI within expected time.,Approved?,missing owner
Document 2 - FRS - Heart Rate Monitor Application,FRS,47,FRS-047-03,Show trend chart for 7/30/90 days,Android/iOS,Medium,User shall receive clear error message on failure.,Need SME,OCR noisy line
Document 2 - FRS - Heart Rate Monitor Application,FRS,47,FRS-047-04,Store readings securely on device,Bluetooth Sensor,Not ranked,Audit/event record shall be generated where applicable.,In Review,RAG TEST CHUNK
Document 2 - FRS - Heart Rate Monitor Application,FRS,47,FRS-047-05,Sync readings to cloud API,Backend API,High,User shall receive clear error message on failure.,Draft,v0.1/v1.0 mixed
Document 2 - FRS - Heart Rate Monitor Application,FRS,48,FRS-048-01,Support caregiver view,iOS,Low,System shall complete the action without data loss.,Draft,TBD
Document 2 - FRS - Heart Rate Monitor Application,FRS,48,FRS-048-02,Notification retry and suppression,Backend API,Medium,Audit/event record shall be generated where applicable.,Need SME,??
Document 2 - FRS - Heart Rate Monitor Application,FRS,48,FRS_48.3,Store readings securely on device,Local DB,TBD,User shall receive clear error message on failure.,Rejected once,duplicate section
Document 2 - FRS - Heart Rate Monitor Application,FRS,48,FRS-048-04,Generate high/low heart-rate alert,iOS,Low,System shall complete the action without data loss.,Need SME,TBD
Document 2 - FRS - Heart Rate Monitor Application,FRS,48,FRS-048-05,Store readings securely on device,Android,High,Audit/event record shall be generated where applicable.,Draft,??
Document 2 - FRS - Heart Rate Monitor Application,FRS,49,FRS-049-01,Export readings as PDF/CSV,Android/iOS,Medium,Data shall be encrypted in transit and at rest.,Pending QA,OCR noisy line
Document 2 - FRS - Heart Rate Monitor Application,FRS,49,FRS-049-02,Validate sensor data range,Bluetooth Sensor,TBD,System shall complete the action without data loss.,Need SME,manual note
Document 2 - FRS - Heart Rate Monitor Application,FRS,49,FRS-049-03,Capture heart rate from paired device,Cloud Sync,High,System shall complete the action without data loss.,Rejected once,??
Document 2 - FRS - Heart Rate Monitor Application,FRS,49,FRS-049-04,Export readings as PDF/CSV,Notification Service,Not ranked,Audit/event record shall be generated where applicable.,Approved?,RAG TEST CHUNK
Document 2 - FRS - Heart Rate Monitor Application,FRS,49,FRS-049-05,Biometric login option,Backend API,Medium,Audit/event record shall be generated where applicable.,Draft,REVIEW-LATER
Document 2 - FRS - Heart Rate Monitor Application,FRS,50,FRS-050-01,Audit user actions,iOS,TBD,Audit/event record shall be generated where applicable.,In Review,missing owner
Document 2 - FRS - Heart Rate Monitor Application,FRS,50,FRS-050-02,Sync readings to cloud API,Notification Service,Low,User shall receive clear error message on failure.,Rejected once,v0.1/v1.0 mixed
Document 2 - FRS - Heart Rate Monitor Application,FRS,50,FRS-050-03,Show trend chart for 7/30/90 days,Cloud Sync,Not ranked,Data shall be encrypted in transit and at rest.,Rejected once,manual note
Document 2 - FRS - Heart Rate Monitor Application,FRS,50,FRS-050-04,Sync readings to cloud API,Local DB,Medium,Audit/event record shall be generated where applicable.,In Review,old text retained
Document 2 - FRS - Heart Rate Monitor Application,FRS,50,FRS_50.5,Battery and Bluetooth warning,Backend API,Not ranked,User shall receive clear error message on failure.,Draft,??
Document 2 - FRS - Heart Rate Monitor Application,FRS,51,FRS-051-01,Sync readings to cloud API,iOS,Medium,TBD by clinical SME - intentionally incomplete.,Need SME,TBD
Document 2 - FRS - Heart Rate Monitor Application,FRS,51,FRS-051-02,Support caregiver view,Bluetooth Sensor,High,TBD by clinical SME - intentionally incomplete.,Draft,??
Document 2 - FRS - Heart Rate Monitor Application,FRS,51,FRS-051-03,Sync readings to cloud API,Android/iOS,High,Audit/event record shall be generated where applicable.,Pending QA,OCR noisy line
Document 2 - FRS - Heart Rate Monitor Application,FRS,51,FRS-051-04,Audit user actions,Local DB,Low,User shall receive clear error message on failure.,Draft,v0.1/v1.0 mixed
Document 2 - FRS - Heart Rate Monitor Application,FRS,51,FRS-051-05,Handle offline mode,Bluetooth Sensor,TBD,Result must be visible in mobile UI within expected time.,Approved?,TBD
Document 2 - FRS - Heart Rate Monitor Application,FRS,52,FRS-052-01,Generate high/low heart-rate alert,Backend API,Low,Result must be visible in mobile UI within expected time.,Need SME,missing owner
Document 2 - FRS - Heart Rate Monitor Application,FRS,52,FRS-052-02,Display current BPM with timestamp,Local DB,TBD,User shall receive clear error message on failure.,In Review,OCR noisy line
Document 2 - FRS - Heart Rate Monitor Application,FRS,52,FRS-052-03,Handle offline mode,Bluetooth Sensor,TBD,Audit/event record shall be generated where applicable.,Rejected once,manual note
Document 2 - FRS - Heart Rate Monitor Application,FRS,52,FRS-052-04,Support caregiver view,Local DB,Low,Data shall be encrypted in transit and at rest.,Approved?,v0.1/v1.0 mixed
Document 2 - FRS - Heart Rate Monitor Application,FRS,52,FRS-052-05,Store readings securely on device,iOS,TBD,Audit/event record shall be generated where applicable.,Approved?,??
Document 2 - FRS - Heart Rate Monitor Application,FRS,53,FRS_53.1,Validate sensor data range,Local DB,TBD,Audit/event record shall be generated where applicable.,Need SME,OCR noisy line
Document 2 - FRS - Heart Rate Monitor Application,FRS,53,FRS_53.2,Biometric login option,Bluetooth Sensor,Low,Audit/event record shall be generated where applicable.,Approved?,missing owner
Document 2 - FRS - Heart Rate Monitor Application,FRS,53,FRS-053-03,Store readings securely on device,Android/iOS,TBD,Audit/event record shall be generated where applicable.,Pending QA,TBD
Document 2 - FRS - Heart Rate Monitor Application,FRS,53,FRS-053-04,Audit user actions,Android/iOS,Not ranked,System shall complete the action without data loss.,Approved?,RAG TEST CHUNK
Document 2 - FRS - Heart Rate Monitor Application,FRS,53,FRS-053-05,Export readings as PDF/CSV,Cloud Sync,High,System shall complete the action without data loss.,In Review,REVIEW-LATER
Document 2 - FRS - Heart Rate Monitor Application,FRS,54,FRS-054-01,Consent capture and privacy notice,Cloud Sync,High,User shall receive clear error message on failure.,Pending QA,v0.1/v1.0 mixed
Document 2 - FRS - Heart Rate Monitor Application,FRS,54,FRS-054-02,Support caregiver view,iOS,Not ranked,User shall receive clear error message on failure.,Need SME,v0.1/v1.0 mixed
Document 2 - FRS - Heart Rate Monitor Application,FRS,54,FRS-054-03,Audit user actions,Android/iOS,TBD,TBD by clinical SME - intentionally incomplete.,Pending QA,v0.1/v1.0 mixed
Document 2 - FRS - Heart Rate Monitor Application,FRS,54,FRS-054-04,Handle offline mode,Backend API,Not ranked,Data shall be encrypted in transit and at rest.,In Review,old text retained
Document 2 - FRS - Heart Rate Monitor Application,FRS,54,FRS_54.5,Notification retry and suppression,Local DB,High,Data shall be encrypted in transit and at rest.,Pending QA,??
Document 2 - FRS - Heart Rate Monitor Application,FRS,55,FRS-055-01,Battery and Bluetooth warning,Android,TBD,Data shall be encrypted in transit and at rest.,In Review,manual note
Document 2 - FRS - Heart Rate Monitor Application,FRS,55,FRS-055-02,Generate high/low heart-rate alert,Bluetooth Sensor,High,System shall complete the action without data loss.,In Review,OCR noisy line
Document 2 - FRS - Heart Rate Monitor Application,FRS,55,FRS-055-03,Notification retry and suppression,Android/iOS,Low,Data shall be encrypted in transit and at rest.,In Review,OCR noisy line
Document 2 - FRS - Heart Rate Monitor Application,FRS,55,FRS-055-04,Consent capture and privacy notice,Android/iOS,Not ranked,Data shall be encrypted in transit and at rest.,Approved?,manual note
Document 2 - FRS - Heart Rate Monitor Application,FRS,55,FRS_55.5,Store readings securely on device,Backend API,Medium,Result must be visible in mobile UI within expected time.,In Review,duplicate section
Document 2 - FRS - Heart Rate Monitor Application,FRS,56,FRS-056-01,Show trend chart for 7/30/90 days,Android,High,Audit/event record shall be generated where applicable.,Need SME,TBD
Document 2 - FRS - Heart Rate Monitor Application,FRS,56,FRS-056-02,Consent capture and privacy notice,Android/iOS,High,TBD by clinical SME - intentionally incomplete.,In Review,REVIEW-LATER
Document 2 - FRS - Heart Rate Monitor Application,FRS,56,FRS-056-03,Display current BPM with timestamp,Cloud Sync,Not ranked,Audit/event record shall be generated where applicable.,Need SME,TBD
Document 2 - FRS - Heart Rate Monitor Application,FRS,56,FRS_56.4,Capture heart rate from paired device,iOS,TBD,Result must be visible in mobile UI within expected time.,Draft,OCR noisy line
Document 2 - FRS - Heart Rate Monitor Application,FRS,56,FRS_56.5,Support caregiver view,Backend API,Not ranked,System shall complete the action without data loss.,In Review,OCR noisy line
Document 2 - FRS - Heart Rate Monitor Application,FRS,57,FRS-057-01,Handle offline mode,Android/iOS,TBD,System shall complete the action without data loss.,Approved?,REVIEW-LATER
Document 2 - FRS - Heart Rate Monitor Application,FRS,57,FRS-057-02,Support caregiver view,Local DB,Low,TBD by clinical SME - intentionally incomplete.,Rejected once,v0.1/v1.0 mixed
Document 2 - FRS - Heart Rate Monitor Application,FRS,57,FRS-057-03,Show trend chart for 7/30/90 days,Cloud Sync,Not ranked,TBD by clinical SME - intentionally incomplete.,Draft,v0.1/v1.0 mixed
Document 2 - FRS - Heart Rate Monitor Application,FRS,57,FRS-057-04,Biometric login option,Android,Not ranked,User shall receive clear error message on failure.,Approved?,duplicate section
Document 2 - FRS - Heart Rate Monitor Application,FRS,57,FRS-057-05,Support caregiver view,Android/iOS,Low,Data shall be encrypted in transit and at rest.,Draft,OCR noisy line
Document 2 - FRS - Heart Rate Monitor Application,FRS,58,FRS-058-01,Capture heart rate from paired device,Bluetooth Sensor,High,Data shall be encrypted in transit and at rest.,Pending QA,old text retained
Document 2 - FRS - Heart Rate Monitor Application,FRS,58,FRS-058-02,Sync readings to cloud API,Notification Service,Medium,System shall complete the action without data loss.,Need SME,TBD
Document 2 - FRS - Heart Rate Monitor Application,FRS,58,FRS-058-03,Capture heart rate from paired device,Local DB,High,TBD by clinical SME - intentionally incomplete.,In Review,v0.1/v1.0 mixed
Document 2 - FRS - Heart Rate Monitor Application,FRS,58,FRS-058-04,Export readings as PDF/CSV,Notification Service,Low,System shall complete the action without data loss.,Rejected once,??
Document 2 - FRS - Heart Rate Monitor Application,FRS,58,FRS-058-05,Display current BPM with timestamp,iOS,Medium,TBD by clinical SME - intentionally incomplete.,In Review,duplicate section
Document 2 - FRS - Heart Rate Monitor Application,FRS,59,FRS-059-01,Consent capture and privacy notice,Local DB,Low,User shall receive clear error message on failure.,Draft,OCR noisy line
Document 2 - FRS - Heart Rate Monitor Application,FRS,59,FRS-059-02,Audit user actions,Notification Service,High,Result must be visible in mobile UI within expected time.,Rejected once,missing owner
Document 2 - FRS - Heart Rate Monitor Application,FRS,59,FRS-059-03,Show trend chart for 7/30/90 days,Notification Service,Low,TBD by clinical SME - intentionally incomplete.,Approved?,TBD
Document 2 - FRS - Heart Rate Monitor Application,FRS,59,FRS-059-04,Export readings as PDF/CSV,iOS,Low,TBD by clinical SME - intentionally incomplete.,Draft,REVIEW-LATER
Document 2 - FRS - Heart Rate Monitor Application,FRS,59,FRS-059-05,Store readings securely on device,Local DB,Low,User shall receive clear error message on failure.,Draft,missing owner
Document 2 - FRS - Heart Rate Monitor Application,FRS,60,FRS-060-01,Biometric login option,Local DB,Not ranked,User shall receive clear error message on failure.,Approved?,manual note
Document 2 - FRS - Heart Rate Monitor Application,FRS,60,FRS-060-02,Notification retry and suppression,Android/iOS,Low,Data shall be encrypted in transit and at rest.,In Review,RAG TEST CHUNK
Document 2 - FRS - Heart Rate Monitor Application,FRS,60,FRS-060-03,Audit user actions,Backend API,Medium,Result must be visible in mobile UI within expected time.,In Review,??
Document 2 - FRS - Heart Rate Monitor Application,FRS,60,FRS-060-04,Display current BPM with timestamp,iOS,Not ranked,Data shall be encrypted in transit and at rest.,Approved?,RAG TEST CHUNK
Document 2 - FRS - Heart Rate Monitor Application,FRS,60,FRS-060-05,Capture heart rate from paired device,Notification Service,Medium,TBD by clinical SME - intentionally incomplete.,Need SME,manual note
Document 2 - FRS - Heart Rate Monitor Application,FRS,61,FRS-061-01,Store readings securely on device,Cloud Sync,Medium,User shall receive clear error message on failure.,Pending QA,REVIEW-LATER
Document 2 - FRS - Heart Rate Monitor Application,FRS,61,FRS-061-02,Validate sensor data range,Notification Service,Medium,Result must be visible in mobile UI within expected time.,In Review,missing owner
Document 2 - FRS - Heart Rate Monitor Application,FRS,61,FRS-061-03,Battery and Bluetooth warning,Cloud Sync,High,Result must be visible in mobile UI within expected time.,In Review,missing owner
Document 2 - FRS - Heart Rate Monitor Application,FRS,61,FRS-061-04,Sync readings to cloud API,Backend API,High,Result must be visible in mobile UI within expected time.,In Review,TBD
Document 2 - FRS - Heart Rate Monitor Application,FRS,61,FRS_61.5,Manual heart rate entry when device unavailable,Android,Medium,Result must be visible in mobile UI within expected time.,Draft,TBD
Document 2 - FRS - Heart Rate Monitor Application,FRS,62,FRS-062-01,Show trend chart for 7/30/90 days,Backend API,TBD,User shall receive clear error message on failure.,Pending QA,v0.1/v1.0 mixed
Document 2 - FRS - Heart Rate Monitor Application,FRS,62,FRS-062-02,Handle offline mode,Android,Not ranked,Data shall be encrypted in transit and at rest.,Draft,old text retained
Document 2 - FRS - Heart Rate Monitor Application,FRS,62,FRS-062-03,Battery and Bluetooth warning,Cloud Sync,TBD,TBD by clinical SME - intentionally incomplete.,Rejected once,v0.1/v1.0 mixed
Document 2 - FRS - Heart Rate Monitor Application,FRS,62,FRS_62.4,Manual heart rate entry when device unavailable,Android/iOS,Low,Result must be visible in mobile UI within expected time.,Rejected once,manual note
Document 2 - FRS - Heart Rate Monitor Application,FRS,62,FRS-062-05,Capture heart rate from paired device,Bluetooth Sensor,TBD,System shall complete the action without data loss.,Approved?,??
Document 2 - FRS - Heart Rate Monitor Application,FRS,63,FRS-063-01,Biometric login option,Android/iOS,Medium,Data shall be encrypted in transit and at rest.,Pending QA,RAG TEST CHUNK
Document 2 - FRS - Heart Rate Monitor Application,FRS,63,FRS-063-02,Sync readings to cloud API,Local DB,Medium,Data shall be encrypted in transit and at rest.,Need SME,REVIEW-LATER
Document 2 - FRS - Heart Rate Monitor Application,FRS,63,FRS-063-03,Biometric login option,Android,Low,User shall receive clear error message on failure.,Rejected once,duplicate section
Document 2 - FRS - Heart Rate Monitor Application,FRS,63,FRS-063-04,Biometric login option,Notification Service,High,Result must be visible in mobile UI within expected time.,Need SME,??
Document 2 - FRS - Heart Rate Monitor Application,FRS,63,FRS_63.5,Audit user actions,Cloud Sync,Not ranked,Audit/event record shall be generated where applicable.,Pending QA,??
Document 2 - FRS - Heart Rate Monitor Application,FRS,64,FRS-064-01,Handle offline mode,Android,Low,Data shall be encrypted in transit and at rest.,Need SME,RAG TEST CHUNK
Document 2 - FRS - Heart Rate Monitor Application,FRS,64,FRS_64.2,Battery and Bluetooth warning,Local DB,High,Data shall be encrypted in transit and at rest.,Approved?,manual note
Document 2 - FRS - Heart Rate Monitor Application,FRS,64,FRS-064-03,Validate sensor data range,Bluetooth Sensor,Medium,Result must be visible in mobile UI within expected time.,Draft,??
Document 2 - FRS - Heart Rate Monitor Application,FRS,64,FRS-064-04,Audit user actions,Bluetooth Sensor,TBD,User shall receive clear error message on failure.,Need SME,??
Document 2 - FRS - Heart Rate Monitor Application,FRS,64,FRS-064-05,Notification retry and suppression,iOS,TBD,System shall complete the action without data loss.,Approved?,old text retained
Document 2 - FRS - Heart Rate Monitor Application,FRS,65,FRS-065-01,Manual heart rate entry when device unavailable,Local DB,Medium,System shall complete the action without data loss.,In Review,v0.1/v1.0 mixed
